crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Sugarcane,Peaty,Harvest,Zaid,West,48.32,40.18,63.05,328.08,10.15,6.18,Canal,River,Yes,0.0,Low,synthetic_extension
Vegetables,Peaty,Harvest,Rabi,West,54.07,12.37,29.75,1989.56,14.33,90.32,Rainfed,Groundwater,Yes,18.26,Low,synthetic_extension
Vegetables,Chalky,Harvest,Rabi,West,19.86,13.37,75.56,362.49,13.85,91.43,Drip,Reservoir,Yes,40.99,Low,synthetic_extension
Maize,Peaty,Harvest,Zaid,South,64.78,28.8,68.45,1812.3,4.39,93.97,Drip,River,No,30.83,Low,synthetic_extension
Groundnut,Peaty,Harvest,Zaid,Central,64.21,30.7,63.91,1394.17,4.8,106.02,Rainfed,Groundwater,No,30.31,Low,synthetic_extension
Other,Peaty,Harvest,Zaid,East,64.24,24.82,27.68,1491.38,13.33,28.17,Drip,Reservoir,Yes,7.4,Low,synthetic_extension
Maize,Chalky,Sowing,Rabi,South,10.23,32.0,73.54,173.23,4.2,28.08,Canal,Groundwater,No,39.64,Medium,synthetic_extension
Cotton,Black,Vegetative,Zaid,West,45.32,28.96,54.74,743.23,14.82,107.13,Sprinkler,Reservoir,Yes,61.03,Low,synthetic_extension
Maize,Alluvial,Harvest,Rabi,West,29.0,15.1,88.85,2240.15,12.68,36.65,Rainfed,River,Yes,11.07,Low,synthetic_extension
Coconut,Peaty,Vegetative,Zaid,South,57.31,27.48,49.01,1746.91,1.04,82.8,Drip,Groundwater,No,40.77,Low,synthetic_extension
Vegetables,Loamy,Flowering,Rabi,West,43.92,31.08,25.81,1306.76,9.13,67.03,Canal,Reservoir,Yes,43.87,Low,synthetic_extension
Rice,Alluvial,Flowering,Zaid,West,42.53,30.93,73.53,38.96,13.89,89.74,Canal,River,No,119.52,High,synthetic_extension
Maize,Silty,Harvest,Rabi,East,42.33,18.76,79.45,1847.66,1.17,98.2,Rainfed,Rainwater,Yes,25.63,Low,synthetic_extension
Vegetables,Loamy,Vegetative,Zaid,East,32.31,32.1,89.88,1934.78,8.88,108.25,Rainfed,Reservoir,Yes,72.57,Low,synthetic_extension
Sugarcane,Loamy,Sowing,Kharif,North,35.02,17.45,35.99,2344.6,6.99,37.77,Canal,Groundwater,Yes,15.06,Low,synthetic_extension
Other,Loamy,Vegetative,Kharif,West,30.64,34.48,31.31,3.8,1.49,18.8,Sprinkler,Groundwater,No,23.91,Medium,synthetic_extension
Coconut,Chalky,Vegetative,Rabi,South,16.65,35.23,50.92,1214.95,2.58,38.17,Canal,River,No,41.67,High,synthetic_extension
Coconut,Alluvial,Vegetative,Zaid,East,31.07,14.66,83.57,1878.26,1.53,98.39,Sprinkler,River,Yes,52.27,Low,synthetic_extension
Rice,Clay,Vegetative,Rabi,South,50.22,17.39,91.28,6.76,6.01,71.96,Sprinkler,River,No,68.1,Medium,synthetic_extension
Groundnut,Red,Harvest,Kharif,North,21.97,19.18,75.23,2109.71,7.48,113.18,Rainfed,Rainwater,Yes,50.83,Low,synthetic_extension
Maize,Red,Flowering,Kharif,Central,25.51,33.45,57.94,379.62,5.49,96.73,Sprinkler,Rainwater,No,98.13,Medium,synthetic_extension
Groundnut,Black,Vegetative,Rabi,Central,52.45,22.5,73.97,1778.9,0.99,76.02,Drip,Reservoir,No,45.03,Medium,synthetic_extension
Coconut,Red,Sowing,Kharif,Central,19.5,18.08,91.17,2098.67,13.15,53.49,Rainfed,Reservoir,No,37.17,Medium,synthetic_extension
Cotton,Chalky,Sowing,Zaid,West,17.47,13.26,67.52,849.37,12.62,13.46,Drip,Rainwater,No,9.89,Medium,synthetic_extension
Maize,Black,Vegetative,Kharif,North,51.92,37.02,59.26,1120.05,13.05,20.05,Sprinkler,River,Yes,14.84,Medium,synthetic_extension
Vegetables,Red,Sowing,Zaid,South,29.26,12.74,50.88,1189.89,5.06,23.38,Drip,Reservoir,Yes,5.52,Low,synthetic_extension
Vegetables,Red,Sowing,Rabi,South,17.45,40.4,54.8,1658.2,0.56,63.27,Canal,Rainwater,Yes,62.99,Medium,synthetic_extension
Vegetables,Silty,Flowering,Zaid,West,38.63,40.36,92.96,1896.49,3.66,99.08,Rainfed,Rainwater,Yes,88.07,Medium,synthetic_extension
Cotton,Chalky,Harvest,Zaid,North,15.22,27.73,80.03,2238.78,4.22,33.83,Canal,Groundwater,Yes,16.44,Low,synthetic_extension
Other,Silty,Harvest,Zaid,Central,30.71,15.62,74.6,1738.92,12.73,11.72,Sprinkler,Rainwater,No,3.77,Low,synthetic_extension
Rice,Peaty,Vegetative,Zaid,West,48.15,14.74,57.7,171.28,8.34,111.82,Rainfed,Groundwater,No,97.95,Medium,synthetic_extension
Maize,Red,Flowering,Zaid,North,23.78,17.88,54.99,547.32,5.9,59.4,Canal,Rainwater,Yes,55.54,Medium,synthetic_extension
Groundnut,Alluvial,Flowering,Rabi,East,31.68,29.56,56.06,961.1,14.51,42.56,Sprinkler,River,Yes,34.68,Low,synthetic_extension
Rice,Alluvial,Vegetative,Zaid,Central,38.36,37.99,91.0,1414.75,9.66,112.19,Sprinkler,Groundwater,Yes,79.99,Medium,synthetic_extension
Maize,Alluvial,Sowing,Kharif,South,30.62,12.31,86.07,2076.86,6.97,20.68,Drip,Groundwater,Yes,7.52,Low,synthetic_extension
Groundnut,Red,Vegetative,Zaid,East,15.01,33.18,80.07,522.6,7.52,48.09,Drip,River,Yes,38.93,Medium,synthetic_extension
Groundnut,Red,Harvest,Zaid,North,26.51,34.06,31.66,1995.93,6.92,85.52,Sprinkler,Groundwater,No,41.23,Low,synthetic_extension
Wheat,Black,Sowing,Zaid,West,38.23,15.3,30.38,918.84,7.41,61.22,Rainfed,Rainwater,No,30.85,Low,synthetic_extension
Sugarcane,Silty,Sowing,Zaid,West,30.05,12.52,78.47,921.0,10.94,4.85,Sprinkler,Reservoir,Yes,0.57,Low,synthetic_extension
Sugarcane,Alluvial,Vegetative,Kharif,South,29.71,29.16,60.26,1802.52,6.35,92.11,Canal,River,Yes,64.16,Low,synthetic_extension
Groundnut,Peaty,Flowering,Zaid,South,51.84,37.33,59.83,1830.09,9.68,105.1,Rainfed,Rainwater,Yes,69.44,Low,synthetic_extension
Sugarcane,Alluvial,Harvest,Zaid,East,34.71,41.21,71.56,690.61,9.26,84.32,Sprinkler,River,No,40.1,Low,synthetic_extension
Groundnut,Alluvial,Flowering,Kharif,Central,41.25,37.24,26.31,1863.04,9.5,66.81,Drip,Reservoir,No,55.25,Medium,synthetic_extension
Vegetables,Peaty,Flowering,Kharif,East,58.0,32.4,92.35,690.26,1.46,52.16,Rainfed,Rainwater,No,36.48,Medium,synthetic_extension
Coconut,Silty,Sowing,Rabi,North,27.92,29.51,64.99,2457.12,2.53,70.27,Canal,Rainwater,Yes,40.55,Low,synthetic_extension
Wheat,Clay,Sowing,Kharif,Central,34.59,12.88,37.36,711.48,5.1,60.65,Sprinkler,Reservoir,No,32.19,Low,synthetic_extension
Other,Silty,Harvest,Zaid,Central,41.94,15.62,74.6,1738.92,12.73,11.72,Sprinkler,Rainwater,No,1.64,Low,synthetic_extension
Wheat,Alluvial,Harvest,Rabi,East,30.0,20.88,39.91,323.92,2.71,50.3,Drip,River,Yes,15.62,Low,synthetic_extension
Rice,Peaty,Harvest,Zaid,West,49.37,41.02,64.54,301.6,4.67,92.79,Sprinkler,Groundwater,No,45.57,Low,synthetic_extension
Rice,Black,Harvest,Rabi,North,35.07,38.98,94.12,2218.52,14.56,1.67,Rainfed,River,Yes,0.0,Low,synthetic_extension
Wheat,Peaty,Sowing,Zaid,Central,60.48,23.61,41.2,580.49,8.63,62.41,Rainfed,Rainwater,Yes,20.98,Low,synthetic_extension
Coconut,Clay,Vegetative,Zaid,East,48.46,13.47,85.01,2229.63,4.57,90.58,Sprinkler,Reservoir,Yes,34.67,Low,synthetic_extension
Wheat,Red,Sowing,Zaid,Central,20.21,40.89,81.7,223.56,4.55,99.93,Sprinkler,Groundwater,Yes,140.72,Medium,synthetic_extension
Vegetables,Alluvial,Sowing,Rabi,East,25.15,29.08,81.61,908.68,10.55,80.25,Rainfed,Groundwater,No,57.98,Low,synthetic_extension
Cotton,Black,Flowering,Rabi,Central,50.71,19.94,87.96,2379.39,2.57,39.94,Canal,Groundwater,Yes,20.34,Low,synthetic_extension
Rice,Alluvial,Flowering,Kharif,South,26.99,38.24,86.71,821.79,7.45,85.71,Rainfed,Rainwater,No,93.39,Medium,synthetic_extension
Cotton,Black,Vegetative,Rabi,North,44.21,25.95,50.62,1820.56,9.3,89.16,Rainfed,Groundwater,Yes,44.59,Low,synthetic_extension
Rice,Black,Flowering,Kharif,West,51.8,30.07,54.72,429.6,10.87,110.98,Rainfed,Rainwater,Yes,71.89,Low,synthetic_extension
Maize,Red,Flowering,Zaid,East,18.66,27.32,50.98,2399.33,10.51,112.54,Drip,Groundwater,No,118.37,Medium,synthetic_extension
Groundnut,Peaty,Sowing,Rabi,West,52.59,16.19,82.06,1684.86,2.71,6.18,Rainfed,River,Yes,0.0,Low,synthetic_extension
Maize,Sandy,Vegetative,Rabi,North,19.23,39.59,31.66,1684.04,13.97,69.78,Canal,Reservoir,No,81.95,High,synthetic_extension
Sugarcane,Sandy,Sowing,Kharif,North,19.44,31.83,63.97,1308.77,7.44,16.67,Sprinkler,Rainwater,No,9.26,Medium,synthetic_extension
Vegetables,Silty,Flowering,Rabi,East,34.25,41.61,51.86,2166.45,9.11,103.65,Sprinkler,Rainwater,No,91.31,Medium,synthetic_extension
Groundnut,Loamy,Sowing,Kharif,East,33.68,18.87,51.96,1460.81,12.45,2.55,Canal,Rainwater,Yes,0.0,Low,synthetic_extension
Sugarcane,Silty,Harvest,Zaid,North,33.39,41.53,90.12,2404.51,10.19,71.93,Sprinkler,River,No,34.52,Low,synthetic_extension
Cotton,Silty,Vegetative,Kharif,East,34.72,29.81,26.76,1692.68,14.12,40.34,Rainfed,Groundwater,Yes,22.7,Low,synthetic_extension
Rice,Sandy,Flowering,Rabi,North,13.89,40.85,45.66,1150.41,11.96,40.3,Sprinkler,River,No,55.52,High,synthetic_extension
Other,Silty,Vegetative,Zaid,South,30.13,36.48,33.01,1372.31,7.37,40.43,Canal,Groundwater,Yes,28.52,Low,synthetic_extension
Vegetables,Black,Flowering,Rabi,East,41.32,16.43,29.79,1477.99,10.87,52.59,Canal,Groundwater,No,34.07,Medium,synthetic_extension
Sugarcane,Alluvial,Vegetative,Zaid,South,34.56,35.5,42.33,803.96,10.61,51.2,Sprinkler,Reservoir,Yes,40.14,Medium,synthetic_extension
Vegetables,Sandy,Flowering,Kharif,North,14.5,30.58,67.98,1695.23,1.9,18.91,Drip,Reservoir,No,25.58,High,synthetic_extension
Vegetables,Peaty,Vegetative,Rabi,South,56.71,15.77,89.96,1371.67,2.65,13.8,Rainfed,Rainwater,Yes,0.0,Low,synthetic_extension
Groundnut,Black,Vegetative,Rabi,South,47.62,27.09,48.95,816.81,5.8,110.93,Canal,Reservoir,No,59.13,Low,synthetic_extension
Rice,Alluvial,Harvest,Zaid,South,44.92,22.4,88.3,698.37,9.91,13.1,Sprinkler,Rainwater,Yes,0.5,Low,synthetic_extension
Coconut,Loamy,Harvest,Rabi,Central,37.3,23.58,94.88,35.37,1.43,69.86,Rainfed,Reservoir,Yes,46.82,Low,synthetic_extension
Other,Loamy,Sowing,Zaid,West,39.69,15.3,30.38,918.84,7.41,61.22,Rainfed,Rainwater,No,26.41,Low,synthetic_extension
Other,Black,Sowing,Zaid,South,36.96,14.36,54.93,481.84,12.5,68.68,Sprinkler,Groundwater,No,33.66,Low,synthetic_extension
Other,Silty,Flowering,Kharif,North,40.21,22.55,92.4,1834.69,7.18,75.24,Drip,Reservoir,No,42.61,Low,synthetic_extension
Other,Black,Flowering,Zaid,North,45.18,35.93,50.31,2071.68,1.03,36.73,Sprinkler,Groundwater,Yes,29.92,Low,synthetic_extension
Vegetables,Loamy,Flowering,Kharif,Central,42.33,14.76,57.01,1698.35,6.18,96.84,Sprinkler,River,Yes,56.9,Low,synthetic_extension
Rice,Black,Sowing,Kharif,Central,54.42,38.66,53.0,2242.58,3.83,31.94,Rainfed,Groundwater,No,17.42,Low,synthetic_extension
Maize,Alluvial,Sowing,Kharif,West,29.61,24.63,89.87,1632.72,1.08,16.0,Sprinkler,Groundwater,No,8.44,Low,synthetic_extension
Sugarcane,Alluvial,Flowering,Zaid,Central,43.57,34.05,46.39,811.35,9.05,42.33,Canal,River,Yes,31.51,Low,synthetic_extension
Wheat,Sandy,Sowing,Rabi,North,19.42,26.07,67.02,650.83,11.12,17.63,Sprinkler,Rainwater,Yes,6.53,Low,synthetic_extension
Coconut,Silty,Flowering,Zaid,West,39.78,22.9,88.15,521.09,14.33,23.22,Canal,River,Yes,12.23,Low,synthetic_extension
Coconut,Black,Flowering,Rabi,East,44.45,33.06,76.08,384.71,11.94,71.11,Rainfed,Rainwater,No,64.6,Medium,synthetic_extension
Maize,Black,Flowering,Kharif,South,42.1,30.42,64.71,673.72,8.44,36.72,Sprinkler,River,No,35.73,Medium,synthetic_extension
Vegetables,Peaty,Vegetative,Kharif,West,61.0,40.89,75.19,282.19,1.57,75.61,Canal,Rainwater,Yes,67.39,Medium,synthetic_extension
Wheat,Silty,Sowing,Rabi,East,25.44,30.3,63.94,1625.27,2.14,51.58,Sprinkler,River,Yes,27.5,Low,synthetic_extension
Wheat,Alluvial,Vegetative,Zaid,Central,35.81,31.53,91.61,977.53,7.99,40.37,Canal,Rainwater,No,24.26,Medium,synthetic_extension
Coconut,Peaty,Vegetative,Rabi,North,46.48,18.31,29.11,1720.61,5.15,45.98,Sprinkler,Groundwater,No,21.75,Low,synthetic_extension
Maize,Sandy,Harvest,Zaid,West,12.33,17.77,72.39,1775.89,9.39,37.12,Rainfed,Reservoir,No,18.54,Medium,synthetic_extension
Maize,Peaty,Vegetative,Zaid,East,59.5,33.8,46.83,2245.84,13.87,64.06,Canal,Rainwater,No,38.35,Medium,synthetic_extension
Maize,Sandy,Harvest,Zaid,West,20.83,32.99,34.28,2175.16,6.42,103.95,Rainfed,River,No,62.16,Medium,synthetic_extension
Wheat,Silty,Flowering,Kharif,West,42.78,20.34,53.75,2373.12,0.38,73.01,Rainfed,Reservoir,No,53.16,Medium,synthetic_extension
Coconut,Red,Flowering,Zaid,North,25.73,23.83,48.32,7.17,8.88,0.43,Sprinkler,Groundwater,No,4.5,Medium,synthetic_extension
Vegetables,Red,Vegetative,Kharif,North,25.12,26.55,93.54,1086.26,5.67,32.29,Drip,Reservoir,Yes,25.79,Low,synthetic_extension
Vegetables,Black,Harvest,Kharif,West,53.9,41.51,27.1,1006.64,11.66,112.26,Drip,Groundwater,No,45.26,Low,synthetic_extension
Cotton,Sandy,Vegetative,Rabi,Central,17.14,27.27,38.5,2303.99,6.94,82.08,Rainfed,River,Yes,64.59,Medium,synthetic_extension
Groundnut,Clay,Harvest,Rabi,West,46.35,22.61,43.83,1071.3,13.27,40.38,Sprinkler,River,Yes,10.21,Low,synthetic_extension
Other,Chalky,Sowing,Rabi,North,20.42,13.58,73.44,841.02,13.57,94.39,Drip,Reservoir,Yes,59.19,Low,synthetic_extension
Groundnut,Peaty,Sowing,Rabi,North,60.27,18.52,56.1,1806.35,12.42,15.79,Rainfed,River,Yes,5.24,Low,synthetic_extension
Maize,Peaty,Flowering,Zaid,Central,60.4,40.89,73.99,2305.59,13.61,103.6,Sprinkler,Groundwater,No,72.56,Medium,synthetic_extension
Sugarcane,Black,Flowering,Zaid,East,45.74,35.65,42.78,372.08,14.67,51.14,Drip,Reservoir,Yes,38.6,Low,synthetic_extension
Maize,Peaty,Vegetative,Rabi,North,55.56,40.65,74.51,1956.82,8.99,89.95,Drip,Groundwater,Yes,52.02,Low,synthetic_extension
Cotton,Black,Vegetative,Rabi,Central,47.97,28.4,93.08,1078.46,6.28,15.15,Sprinkler,Reservoir,No,8.16,Low,synthetic_extension
Groundnut,Clay,Vegetative,Rabi,West,47.51,15.7,42.92,543.48,5.55,50.86,Drip,Reservoir,No,27.78,Medium,synthetic_extension
Rice,Loamy,Vegetative,Zaid,Central,35.92,36.85,76.28,1647.06,6.43,114.05,Canal,Groundwater,Yes,81.54,Medium,synthetic_extension
Wheat,Sandy,Flowering,Kharif,North,11.15,14.82,78.69,2440.3,10.69,66.45,Sprinkler,Rainwater,Yes,56.42,Medium,synthetic_extension
Coconut,Silty,Vegetative,Kharif,North,29.97,35.82,62.81,1906.82,0.47,108.29,Canal,Groundwater,No,94.91,Medium,synthetic_extension
Cotton,Chalky,Vegetative,Rabi,South,15.92,28.12,65.11,21.95,2.82,30.39,Drip,Reservoir,Yes,48.78,High,synthetic_extension
Cotton,Sandy,Harvest,Kharif,West,11.47,41.2,33.53,1802.43,3.44,49.11,Rainfed,Reservoir,Yes,28.8,Low,synthetic_extension
Maize,Red,Flowering,Rabi,North,21.35,18.32,35.19,1900.85,12.01,15.6,Rainfed,Rainwater,No,15.19,Medium,synthetic_extension
Cotton,Sandy,Flowering,Zaid,North,10.5,25.92,53.94,2121.83,7.13,68.0,Canal,Groundwater,Yes,63.4,Medium,synthetic_extension
Vegetables,Red,Sowing,Zaid,East,17.19,16.49,51.78,1103.59,9.33,62.06,Canal,Reservoir,No,41.37,Low,synthetic_extension
Sugarcane,Red,Flowering,Kharif,South,27.65,32.04,43.48,810.54,7.17,111.3,Drip,River,Yes,91.72,Medium,synthetic_extension
Vegetables,Loamy,Sowing,Rabi,East,35.84,37.98,93.12,799.58,8.6,100.27,Sprinkler,River,Yes,63.85,Low,synthetic_extension
Wheat,Black,Vegetative,Zaid,West,50.61,15.44,86.41,1849.99,8.56,93.99,Sprinkler,River,Yes,40.9,Low,synthetic_extension
Cotton,Clay,Flowering,Kharif,Central,30.29,20.02,44.33,1035.49,9.96,48.17,Sprinkler,Reservoir,Yes,34.67,Low,synthetic_extension
Groundnut,Chalky,Flowering,Kharif,South,13.43,41.11,65.25,1847.37,0.82,101.6,Rainfed,Reservoir,Yes,123.18,Medium,synthetic_extension
Coconut,Alluvial,Harvest,Zaid,North,25.35,15.02,75.02,917.72,3.66,97.37,Sprinkler,River,No,34.7,Low,synthetic_extension
Sugarcane,Chalky,Vegetative,Kharif,North,10.04,34.04,84.05,2171.45,0.74,6.82,Rainfed,River,Yes,10.53,Medium,synthetic_extension
Groundnut,Peaty,Harvest,Zaid,North,45.64,22.48,81.46,1930.8,3.85,93.98,Rainfed,Rainwater,Yes,34.08,Low,synthetic_extension
Rice,Loamy,Harvest,Kharif,West,35.43,13.15,80.22,2402.21,7.85,20.75,Canal,Rainwater,Yes,7.65,Low,synthetic_extension
Rice,Alluvial,Harvest,Zaid,West,26.82,40.18,63.05,328.08,10.15,6.18,Canal,River,Yes,0.39,Low,synthetic_extension
Vegetables,Clay,Sowing,Kharif,North,49.96,17.45,35.99,2344.6,6.99,37.77,Canal,Groundwater,Yes,10.61,Low,synthetic_extension
Vegetables,Chalky,Sowing,Rabi,South,16.19,23.8,39.43,1744.75,4.74,48.18,Canal,River,No,38.25,Low,synthetic_extension
Cotton,Peaty,Sowing,Zaid,Central,49.91,23.43,61.51,1559.53,5.87,34.81,Rainfed,River,No,14.33,Low,synthetic_extension
Groundnut,Alluvial,Harvest,Rabi,West,41.77,13.37,75.56,362.49,13.85,91.43,Drip,Reservoir,Yes,23.42,Low,synthetic_extension
Cotton,Chalky,Sowing,Kharif,North,16.12,28.15,48.25,262.35,9.4,47.06,Sprinkler,Reservoir,Yes,46.19,Medium,synthetic_extension
Sugarcane,Peaty,Harvest,Kharif,Central,52.02,36.15,59.04,530.09,1.73,117.3,Canal,River,Yes,43.1,Low,synthetic_extension
Cotton,Peaty,Vegetative,Zaid,West,56.36,20.05,27.42,844.17,7.07,85.28,Sprinkler,Reservoir,Yes,37.98,Low,synthetic_extension
Sugarcane,Clay,Flowering,Zaid,West,46.82,31.83,85.24,1622.13,8.21,85.22,Drip,Rainwater,No,74.86,Medium,synthetic_extension
Coconut,Clay,Flowering,Kharif,South,43.97,29.14,75.98,1815.0,11.2,42.89,Drip,Groundwater,Yes,29.91,Low,synthetic_extension
Cotton,Chalky,Vegetative,Rabi,South,21.19,24.0,74.34,786.51,10.61,115.97,Drip,Groundwater,No,98.27,Medium,synthetic_extension
Sugarcane,Sandy,Sowing,Kharif,Central,14.02,17.05,26.04,677.81,10.67,13.73,Canal,River,No,3.7,Low,synthetic_extension
Maize,Silty,Sowing,Zaid,West,33.2,39.26,56.18,1742.51,6.33,52.01,Sprinkler,River,No,35.04,Low,synthetic_extension
Vegetables,Clay,Flowering,Kharif,Central,51.47,30.34,92.9,868.33,1.13,20.8,Drip,Rainwater,No,21.69,Medium,synthetic_extension
Sugarcane,Red,Sowing,Rabi,South,24.56,20.56,62.2,1550.16,8.23,62.25,Drip,Reservoir,No,44.36,Medium,synthetic_extension
Other,Peaty,Harvest,Zaid,North,64.33,35.78,49.08,911.43,11.59,115.5,Drip,Reservoir,No,40.16,Low,synthetic_extension
Maize,Peaty,Sowing,Rabi,West,60.84,27.27,39.61,2407.69,2.81,110.44,Canal,Rainwater,Yes,42.05,Low,synthetic_extension
Groundnut,Red,Harvest,Rabi,West,22.69,16.59,47.8,2494.43,1.53,91.8,Canal,Rainwater,No,45.23,Medium,synthetic_extension
Other,Red,Flowering,Rabi,West,24.52,29.89,44.25,2213.03,9.71,93.45,Rainfed,Reservoir,No,98.27,Medium,synthetic_extension
Cotton,Black,Flowering,Rabi,East,43.12,31.57,54.57,270.03,8.8,98.59,Sprinkler,Groundwater,Yes,111.87,Medium,synthetic_extension
Wheat,Black,Harvest,Kharif,North,37.55,21.02,71.34,1474.23,6.02,115.43,Rainfed,River,Yes,44.61,Low,synthetic_extension
Vegetables,Black,Sowing,Rabi,Central,43.14,39.59,63.97,1521.78,6.32,7.8,Canal,Groundwater,No,5.74,Low,synthetic_extension
Rice,Chalky,Harvest,Kharif,West,13.38,29.58,44.26,2173.46,3.14,98.37,Canal,Reservoir,Yes,45.85,Low,synthetic_extension
Maize,Sandy,Sowing,Zaid,South,19.53,23.08,54.89,1743.44,9.89,24.7,Drip,Reservoir,No,14.51,Low,synthetic_extension
Other,Black,Flowering,Kharif,North,48.38,13.06,70.28,1533.38,0.82,31.94,Canal,Reservoir,Yes,18.98,Low,synthetic_extension
Cotton,Red,Harvest,Kharif,West,29.06,30.23,56.42,1791.93,5.7,62.94,Canal,River,Yes,26.96,Low,synthetic_extension
Vegetables,Red,Flowering,Zaid,South,16.19,36.1,33.24,2309.55,3.04,43.27,Canal,Rainwater,Yes,46.1,Medium,synthetic_extension
Maize,Clay,Sowing,Zaid,East,41.69,32.8,45.55,687.89,11.72,36.21,Canal,Rainwater,No,20.82,Low,synthetic_extension
Wheat,Sandy,Sowing,Rabi,North,14.78,23.79,61.57,2361.66,7.02,51.78,Sprinkler,Groundwater,No,36.05,Low,synthetic_extension
Sugarcane,Red,Flowering,Zaid,North,22.91,38.43,44.08,354.69,4.82,83.58,Drip,Rainwater,No,123.49,High,synthetic_extension
Maize,Alluvial,Harvest,Zaid,Central,27.39,35.89,76.26,1016.24,13.62,30.77,Sprinkler,River,No,16.6,Low,synthetic_extension
Rice,Alluvial,Vegetative,Rabi,North,34.83,28.33,60.08,2141.91,12.76,96.57,Canal,Reservoir,No,60.32,Low,synthetic_extension
Cotton,Chalky,Flowering,Kharif,South,17.88,32.84,60.56,1761.98,9.22,50.71,Canal,River,Yes,54.39,Medium,synthetic_extension
Cotton,Alluvial,Flowering,Rabi,West,31.28,21.33,76.82,423.29,3.2,119.47,Drip,Rainwater,No,100.6,Low,synthetic_extension
Coconut,Red,Sowing,Rabi,South,24.76,36.81,50.82,2061.79,10.33,26.78,Drip,Groundwater,No,23.24,Medium,synthetic_extension
Wheat,Sandy,Vegetative,Kharif,South,12.52,24.23,74.68,2323.36,14.76,71.29,Canal,Groundwater,Yes,54.43,Medium,synthetic_extension
Coconut,Silty,Sowing,Rabi,North,32.39,24.71,85.14,946.77,3.97,18.18,Rainfed,Reservoir,No,7.03,Low,synthetic_extension
Cotton,Peaty,Harvest,Kharif,East,63.15,33.3,56.59,2381.74,0.44,1.36,Drip,Reservoir,Yes,0.0,Low,synthetic_extension
Groundnut,Black,Sowing,Rabi,South,35.5,28.96,25.71,1606.34,5.76,86.38,Drip,River,No,47.24,Low,synthetic_extension
Groundnut,Alluvial,Sowing,Rabi,Central,30.46,40.44,85.93,1170.16,10.96,7.38,Drip,Groundwater,Yes,3.93,Low,synthetic_extension
Sugarcane,Loamy,Harvest,Rabi,South,43.71,31.68,26.34,377.75,14.66,44.88,Rainfed,River,No,19.4,Low,synthetic_extension
Other,Loamy,Flowering,Kharif,South,27.94,40.43,90.64,2444.55,13.62,41.64,Canal,Reservoir,Yes,37.26,Low,synthetic_extension
Sugarcane,Loamy,Flowering,Zaid,West,32.95,24.48,92.7,208.27,7.37,60.78,Sprinkler,River,Yes,62.45,Medium,synthetic_extension
Rice,Loamy,Vegetative,Kharif,South,34.08,14.36,84.85,2234.3,10.85,81.31,Sprinkler,Rainwater,No,46.17,Low,synthetic_extension
Vegetables,Red,Sowing,Kharif,Central,24.79,21.7,39.86,2098.74,13.08,84.4,Drip,Rainwater,No,61.96,Medium,synthetic_extension
Groundnut,Red,Flowering,Rabi,East,24.18,20.48,43.79,55.53,8.23,112.52,Drip,Groundwater,Yes,168.64,High,synthetic_extension
Other,Red,Vegetative,Kharif,East,24.4,40.7,32.34,1211.67,3.26,109.25,Canal,Rainwater,Yes,99.59,Medium,synthetic_extension
Maize,Sandy,Sowing,Kharif,North,23.99,34.26,42.6,1001.29,3.39,6.34,Rainfed,Rainwater,No,4.1,Medium,synthetic_extension
Rice,Red,Flowering,Zaid,West,20.89,32.3,81.84,430.63,6.48,101.68,Rainfed,Groundwater,Yes,126.03,Medium,synthetic_extension
Rice,Loamy,Sowing,Zaid,North,34.8,32.71,46.46,982.39,8.36,76.2,Drip,Groundwater,No,49.55,Low,synthetic_extension
Cotton,Black,Flowering,Rabi,North,54.28,38.28,64.87,2008.67,8.74,103.7,Drip,Groundwater,No,86.78,Medium,synthetic_extension
Sugarcane,Loamy,Vegetative,Kharif,South,27.56,33.03,62.8,868.71,13.85,38.94,Drip,River,Yes,25.84,Low,synthetic_extension
Other,Clay,Sowing,Zaid,East,53.71,16.45,57.52,611.03,11.9,66.28,Canal,Reservoir,Yes,20.9,Low,synthetic_extension
Wheat,Loamy,Vegetative,Kharif,Central,43.97,20.73,25.17,413.85,13.98,111.63,Rainfed,Rainwater,No,67.07,Medium,synthetic_extension
Coconut,Loamy,Sowing,Kharif,Central,44.07,32.35,84.5,523.18,2.64,14.86,Rainfed,Rainwater,No,2.5,Low,synthetic_extension
Wheat,Black,Sowing,Zaid,West,36.34,39.94,58.63,541.2,6.77,50.89,Drip,Reservoir,Yes,32.66,Low,synthetic_extension
Wheat,Black,Vegetative,Rabi,Central,46.55,14.79,29.35,862.25,0.86,12.59,Rainfed,River,No,2.11,Low,synthetic_extension
Sugarcane,Red,Harvest,Rabi,Central,27.57,33.14,92.74,1016.17,10.88,72.16,Sprinkler,Reservoir,No,36.58,Low,synthetic_extension
Wheat,Silty,Flowering,Zaid,West,31.27,22.9,88.15,521.09,14.33,23.22,Canal,River,Yes,15.36,Low,synthetic_extension
Cotton,Loamy,Vegetative,Rabi,East,36.81,40.67,71.73,2385.26,7.72,63.69,Rainfed,Rainwater,Yes,46.8,Low,synthetic_extension
Sugarcane,Clay,Flowering,Rabi,South,36.41,26.26,32.78,1986.28,0.96,73.85,Sprinkler,Reservoir,No,59.69,Medium,synthetic_extension
